label,text
True,"&#39;Caso Bolsonaro seja eleito, saio do STF&#39;, diz Gilmar Mendes"
True,udio gravado por enfermeira mostra Bolsonaro surtando após divulgação de pesquisa Ibope
True,"100% ABSURDO!Olha a visão do candidato de LulaLadrão Malddad, o cara que vocês irão votar a pedido do LulaLadrão, a mesma coisa de Dilma e Temer, ou talvez pior ainda!"
True,"Um milhão de pessoas se reúnem por Bolsonaro em Brasília!  de arrepiar! E ainda dizem que ele não vencerá no primeiro turno, mas é claro que eu não acredito!"
True,TSE entregou códigos de segurança das urnas eletrônicas para a Venezuela e negou acesso para auditores brasileiros
True,Ato em campinas em prol da saúde do PRESIDENTE JAIR MESSIAS BOLSONARO.
True,"Vereador JoséRainha, do PT. Bateu na repórter e a cena não saiu em nenhum jornal, rádio ou canal de TV."
True,"Quando eu vejo quem são os inimigos do Bolsonaro, eu falo: &#39;eu tô escolhendo o cara certo&#39;. Porque ele representa aquilo que eu acredito."
True,Fátima Bernardes faz surpresa e reforma casa da família de esfaqueador de Bolsonaro
True,"... foto [com Gleisi Hoffmann]foi encontrada em um dos celulares do#assassinoAdélio Bispo de Oliveira, autor do atentado contra o Jair Messias#Bolsonaro."
True,"Mãe com criança dentro do seu veículo é agredida por terroristas de Esquerda, apoiadores de Lula e Haddad, somente por ter um adesivo de Bolsonaro no seu carro."
True,"Mutreta bilionária no Fies teve participação dos réus Haddad, Mercadante, Dilma entre outros"
True,"FACADA EM BOLSONARO - DIVULGADO O ESCNDALO QUE TODO MUNDO SUSPEITAVA...!!!  Talvez, isso explique a razão do jornalista Jorge Kajuru ter declarado a seguinte frase: Se as pessoas soubessem o que aconteceu em Juiz de Fora, ficariam enojadas."
True,Homem que tentou matar Bolsonaro era petista seguidor de Lula. legenda de foto
True,Agressor de Bolsonaro é assessor da campanha de Dilma ao Senado
True,"Aos Fatos entrou em contato com a PF, que afirmou que monitora toda e qualquer situação potencialmente perigosa e que não havia sido identificada qualquer ameaça concreta a algum dos candidatos. Diante do ocorrido ontem, um inquérito policial foi instaurado para investigar todas as circunstâncias do fato. A PF, no entanto, por política de comunicação, informou que não comenta investigações em andamento."
True,Homem que tentou matar Bolsonaro era petista seguidor de Lula.
True,"O suspeito [de ter atacado Bolsonaro] seriaJosé Adélio Bispo de Oliveira, filiado ao PDT mineiro"
True,Foto mostra o candidato que sofreu uma tentativa de homicídio entrando a pé no hospital.
True,Adélio Bispo de Oliveira é o nome do petista que tentou matar Jair Bolsonaro hoje em Juiz de Fora. Ele é filiado ao Partido dos Trabalhadores.
True,Bolsonaro é o meu candidato ideal Não. Mas vou votar nele Vou. Como eu classificaria o meu voto Voto útil.  Arnaldo Jabor
True,"Desejo de votar em Lula chega a 49%;no cenário sem o petista, Haddad lidera, Bolsonaro mantém segunda posição e cai o índice de Alckmin"
True,Pesquisa IbopeGlobo mostra Haddad em primeiro com 34% das intenções
True,"Museu recebeu R$ 24 milhões no 1 semestre e R$ 21,7 milhões em junho. Que fim levou o dinheiro"
True,ONU afirma que levar crianças à igreja é &#39;violação dos direitos humanos&#39;
True,"O mais irônico é que a UFRJ recebeu uma grana forte do BNDES em junho para restaurar o museu. Agora, pergunta à UFRJ para onde essa grana foi. Vai, pergunta."
True,Saiba mais sobre o KIT GAY: você quer isto para seus filhos [FOTOSVDEOS]
True,6 mil toras de mogno apreendidas. Valor: 8 milhões. Um dos maiores desmatadores da Amazônia é marido de Marina Silva.
False,Todos os professores precisam saber o que o plano de governo do Amoêdo diz sobre eles!
True,"PT defende estatização da Canção Nova, TV Aparecida e outras emissoras religiosas"
True,ESSA  MARINA SILVA INVADINDO FAZENDAS NO ESTILO MST EM 1986...  ISSO QUE VOC QUER PARA PRESIDENTE DA REPBLICA DO BRASIL
True,França aprova lei declarando que crianças podem consentir em sexo com adultos
True,"Pesquisa mostra Bolsonaro na liderança com 86,57% das intenções."
False,"Programa Silvio Santos sugere que Bolsonaro é próximo presidente, vai salvar o Brasil e não é corrupto"
True,"Imprensa internacional desmascara LULA e divulga poupança de U$ 108 milhões em Luxemburgo, caiu a casa de vez!"
True,Advogados apresentam patrimônio milionário de Marisa Letícia
True,"&#39;Moro deixou o Brasil em escombros&#39;, diz jornal de Curitiba"
True,Aprovado. Cinco anos de prisão para as mulheres que amamentam.
True,"Popularidade de Lula bate recorde e chega a 95%, diz Ibope"
True,"Marina Silva Disse, Na GloboNews, Que Nenhum Brasileiro Fica Feliz Ao Ver Lula Preso"
True,Está no site do governo: Lula doou R$ 25 milhões a grupos terroristas
False,"O zika vírus foi criado e patenteado pela família Rockefeller e seu objetivo é matar milhões de pessoas, além de lucrar com a venda de vacinas."
True,Pesquisa aponta Lula com mais de 40 pontos e vitória no primeiro turno
True,"Hackers invadem urnas eletrônicas, mas TSE insiste que são seguras. Você confia"
True,Políticos rejeitam Bolsonaro por este não aceitar se associar a partidos envolvidos em corrpução
False,PF descobre ilha de R$ 4 milhões da família Lula
True,Cai a hipócrita: Odebrecht delata Marina Silva: mais de R$ 1 milhão
True,"Rejeição a Lula atinge patamar recorde de 57%, segundo Datafolha"
True,BOMBA: PF pode prender todos artistas que receberam dinheiro da Lei Rouanet.
False,"Papa envia terço a Lula, preso político há 67 dias."
True,"Ciro Gomes garante que vai diminuir salários de médicos, caso chegue ao Planalto."
True,Sérgio Moro descobre doença grave e triste notícia abala o Brasil!
True,Urgente! Presidente Temer pode apresentar carta renúncia
True,Clamor: 94% da sociedade brasileira quer uma intervenção militar
True,Senadora petista é a favor do aborto porque o bebê pode nascer com sinusite ou rinite.
True,Os deputados do Rio de Janeiro aprovam Bolsa Preso e vale-transporte para parente de detento
True,Pabllo Vittar vai ganhar mais de R$ 1 milhão para cantar hino brasileiro na Copa do Mundo!
True,"Sem qualquer aviso prévio, Exército começa a fiscalizar senadores em Brasília"
False,"Bolsonaro recebe R$ 18,4 milhões para proteger Michel Temer e atacar o PT!"
True,Vídeo diz que eleição de 2014 foi fraudada
True,O Brasil priorizou seu comércio com viés ideológico [no governo PT]. Priorizou o Mercosul.
True,"'Tem aí uma questão de metodologia [do IBGE, sobre o número de desempregados]. Quem não procura emprego, é tido como empregado. Quem no ano passado trabalhou dois, três dias, é tido como empregado. Quem recebe o auxílio-desemprego é tido como empregado.'"
False,"Eu estou pegando um item [gás de cozinha], que representa 4% do faturamento da Petrobras."
False,Hoje a classificação do Brasil é superior à da época [de Fernando Henrique Cardoso].
False,"Quando eu cheguei no Ministério da Educação, o investimento por aluno na educação superior era dez vezes superior ao investimento por aluno na educação básica."
False,Eu levei universidades federais para 126 cidades brasileiras.
True,Os governos do PT acabaram com o curso técnico no ensino médio.
True,"'Segundo o Pisa, 70% dos alunos de 9 anos não sabem tabuada.'"
True,Um policial hoje precisa esperar o bandido atirar para reagir.
False,"Vários estados americanos têm a lei dos crimes  se alguém furtou um celular, roubou a bicicleta e bateu a carteira, fica 25 anos de cadeia sem proporção.'"
False,Tem 300 mil mandados de prisão expedidos que não são cumpridos por falta de lugar.
False,Um preso hoje custa R$ 40 mil por ano para o Estado.
True,"Paraná Pesquisas registrado no TSE: O mito Bolsonaro vence em todos os estados, porque o povo quer renovação!"
True,"Há 22 processos na Justiça de São Paulo contra o candidato do PT, Fernando Nami Haddad, tramitando no Foro Central - Fazenda Pública."
True,"Tracking BTG que acabou de sair para o mercado financeiro: Bolsonaro, 52%, Haddad, 48%. P.S.: Votos válidos."
False,Haddad é réu por improbidade em ação que apura prejuízo milionário em construção de ciclovias.
False,'Haddad é acusado de enriquecimento ilícito por caixa 2 em esquema com empreiteiras
False,'addad é acusado de improbidade em ação que investiga desvio de R$ 130 milhões do Theatro Municipal.'
False,'Haddad deixou 130 mil crianças sem creche em São Paulo.'
True,'Haddad deixou 340 mil pessoas sem atendimento médico em São Paulo.'
False,'Haddad deixou a prefeitura de São Paulo avaliado como um dos piores prefeitos da história.'
True,"'Haddad deixou um rombo de R$ 7,5 bilhões em São Paulo.'"
True,"'Apesar de Haddad ter sido ministro da Educação, hoje mais de 70% dos estudantes têm desempenho insuficiente em português e matemática.'"
True,Bolsonaro contratou ilegalmente a esposa atual no seu gabinete.
False,Bolsonaro triplicou o salário da esposa quando ela trabalhou no seu gabinete.
False,"Bolsonaro contratou uma funcionária fantasma com a verba do seu gabinete. Ela vende açaí em Angra dos Reis, onde ele tem uma mansão."
False,Bolsonaro embolsou a verba de auxílio-moradia que recebeu em todos os seus mandatos sem precisar. Ele já tem uma casa em Brasília.
True,"Bolsonar um cofre com valores de cerca de R$ 1,6 milhão da agência do Banco do Brasil da Rua Senador Dantas, no centro do Rio."
False,Bolsonaro ocultou patrimônio pessoal da Justiça Eleitoral em 2006.
True,Bolsonaro é acusado de sonegação de impostos.
True,Bolsonaro é acusado de enriquecimento ilícito através da máquina pública.
True,'Bolsonaro foi apontado em suspeita de lavagem de dinheiro.'
True,Bolsonaro está envolvido em caixa 2 de campanha.
True,'Haddad criou o kit gay.'
True,"Você sabe que o Maluf aqui em São Paulo quase ganhou duas eleições com mais de 45% dos votos no 1 turno, depois perdeu no 2 [turno]."
True,'Livro que estimula relação sexual entre pai e filha foi disponibilizada pelo ministro de Educação Fernando Haddad.'
False,Há países tão desiguais como o nosso que não têm uma violência tão grande.
True,O Chile tem o dobro da oferta de crédito que o Brasil.
True,"Propostas do plano de governo PT, algumas apenas: desmilitarização das polícias, militares obviamente Outro item: revogação da Lei de Anistia."
True,43%. Haddad sobe e vence Bolsonaro no 2 turno.
True,O Brasil tem os políticos mais caros do mundo.
False,"'[O Brasil] gasta ... 5% [do PIB] em saúde, mais que alguns países desenvolvidos.'"
False,Os impostos são de níveis já de países muito desenvolvidos e muito acima dos países emergentes.
False,O crescimento real de gastos do governo Dilma é menor do que o crescimento real dos gastos com o governo Lula.
True,Boa parte do desemprego está nas cidades e no setor da construção civil.
False,"De 1947 a 2017, o setor público brasileiro tem a menor taxa de investimento do setor público da história, 1,8% do PIB."
True,"De 1991 a 2017, quem produziu o maior superávit primário no governo federal foi o presidente Ciro, quando foi ministro da Fazenda."
True,'O Vietnã melhorou o Pisa [Programa para Avaliação Internacional de Estudantes] dele 40 pontos em nove anos e partindo de um patamar muito mais alto que o nosso.'
False,"Se você olhar nossa grade de crédito, vai de 7% ao ano até 300% ao ano."
False,"O salário mínimo hoje, no Brasil, é 70% do salário mediano no Brasil. Esse número é muito maior hoje no Brasil do que no padrão internacional. Inclusive na OCDE."
False,"Países que gastam ... mais ou menos o mesmo [dinheiro público] que o Brasil [por aluno]  como Chile, México e Turquia  têm resultado educacional superior ao nosso no Pisa. Países que gastam menos que o Brasil por aluno, como Colômbia e Indonésia, têm resultados iguais aos nossos."
True,"'Segundo a PM, 1 milhão de pessoas apoiaram Jair Bolsonaro em manifestação na Avenida Paulista na tarde de domingo 30.'"
False,Nunca tivemos a regra do teto de gastos e passamos 12 anos gerando superávit.
True,Existem estados brasileiros que estão há mais de 10 anos sem contratar um policial.
False,O sistema de monitoramento da faixa de fronteira cuida de só 5% do total.'
False,30% da população carcerária no Brasil é de presos provisórios.
False,Eu participei do governo Lula como ministro da Educação. Você veja que o ministério da Educação quase quintuplicou as suas verbas no período.
True,"Hoje, 50% dos leitos ociosos no SUS."
False,"São Paulo tem menos homicídios que Chicago, que Washington, nos Estados Unidos."
False,Hoje nós temos cerca de 10% das crianças e 10% dos jovens portadores de deficiência.
True,Haddad: Qual é a pessoa que hoje está na vida pública e não está investigada Bonner: Jair Bolsonaro do PSL.
False,"Quem paga mais imposto no Brasil, proporcionalmente, é o pobre."
False,'O Ceará é o estado hoje que tem proporcionalmente a maior população de estudantes de ensino médio em tempo integral em escolas profissionalizantes.'
True,Somos o segundo mercado consumidor de drogas do mundo.
True,Desde a Constituição de 88 foram editadas 23 leis federais por dia.
True,"Não dá para fazer agricultura tropical sem defensivo, sem agroquímico."
True,"60% do peixe consumido no Brasil é importado, vem da China."
False,O Brasil gasta R$ 3 por pessoa por dia para fazer desde vacina até transplante no SUS.
False,Os Estados Unidos perderam 60 mil homens na guerra do Vietnã inteira. E a gente perde isso todos os anos.
True,A carga tributária é pesada. Nos alimentos chega a 34%
False,Em 1986 não havia lei de nepotismo.
False,"Nos 10 maiores bancos do país, as mulheres representam apenas 8% dos cargos de altos executivos e 10% dos membros do conselho."
False,São Paulo fecha sete salas de aula por dia.
True,Jair Bolsonaro está muito perto de vencer eleição no primeiro turno no Brasil afirma agência americana que previu com exatidão a vitória de Trump nos EUA.
True,"Como ministro da Educação, eu nunca tive um voto contrário do PSDB."
False,"Há no país mais de 7.400 obras paralisadas financiadas pelo governo federal, em todos os segmentos de infraestrutura física e social, envolvendo R$ 76,7 bilhões."
True,O agronegócio amplia o desmatamento da Amazônia em 27%  num único ano.
True,"As carceragens de delegacias são 36.765 unidades e a taxa de ocupação é de 197,4%, o que reflete um quadro de hiperlotação nas unidades carcerárias do país."
False,"Mais de 100 milhões de pessoas utilizam medidas alternativas, como fossas e esgoto a céu aberto, para despejar os dejetos."
False,Mais de 20% de brasileiros dependem do Bolsa Família.
True,"O Brasil é o país que mais mata LGBTs no mundo, com  uma vítima a cada 19 horas."
True,Cerca de 80% da população brasileira é submetida diariamente ao contato direto ou indireto com esgoto.
False,"Em 2015, mais de 13,7 milhões de famílias recebia o Bolsa Família, mas governo golpista de Temer e PSDB tem ameaçado o programa. Em 2017, mais de 326 mil domicílios deixaram de receber o benefício."
False,"'O investimento nacional chegou em 2013 a 21% do PIB, para em seguida apresentar quedas constantes, atingindo patamares inferiores a 16%."
False,O Brasil é o país do continente americano que recebeu o maior fluxo de africanos escravizados entre os séculos 16 e 19.
False,O Brasil gasta anualmente um Plano Marshall que reconstruiu a Europa após a Segunda Guerra Mundial com o pagamento de juros.
True,O Brasil é o país com a maior área de insolação do planeta.
False,"O governo Temer aumenta os impactos nocivos à saúde e ao meio ambiente autorizando o uso de agrotóxicos no Brasil, sem avaliação prévia dos órgãos de saúde."
True,'O Ibama leva dez anos para conceder uma licença para uma pequena central hidrelétrica.
True,"O Brasil tem a matriz energética mais limpa e mais barata do mundo, porque é de base hidráulica."
False,Hoje em praticamente todos os carros nacionais o motor é flex.
False,"'Havia 5 milhões de alunos na rede estadual de São Paulo; hoje são 3,8 milhões. Porque tem menos crianças.'"
False,O número de mulheres com diploma superior subiu muito.
False,Os alunos do ProUni têm desempenho melhor do que os seus colegas.
True,Não há pesquisa científica no Brasil.'
True,"No ensino médio, há uma evasão de até 60%."
False,170 milhões de brasileiros só têm o SUS como porta de acesso à saúde.
False,"'Hoje, em 10% dos 5.570 municípios, o câncer é a principal causa de morte.'"
True,A saúde drena a maior quantidade de recursos das prefeituras.
False,"'Em 2007, o Congresso Nacional, contra a minha vontade e decisão, extinguiu a CPMF e na prática impediu a sua aplicação integral na saúde como eu propus.'"
True,'Ninguém tem qualquer comprovação de que os 12 mil médicos do programa Mais Médicos têm qualquer conhecimento de medicina.
False,'Metade dos trabalhadores hoje estão na informalidade.'
False,"'Hoje, 17 estados brasileiros estão quebrados."
False,'O Brasil tem participação de 1% do mercado exterior.
True,o Brasil era a oitava economia do mundo. Hoje é a nona.
False,'Os governos do PT aumentaram o salário mínimo em 74%.
False,Aumentaram os índices de criminalidade durante a intervenção federal no Rio de Janeiro.
False,"'Nos Estados Unidos, o número de mortes por 100 mil habitantes é na ordem de cinco vezes menos do que aqui.'"
False,'A Polícia Federal tem 11 mil agentes. São Paulo tem 130 mil pessoas na Polícia Militar.'
True,'O Brasil é hoje o maior consumidor de crack e de cocaína do mundo.'
False,'Cerca de 40% dos crimes contra as mulheres aconteceram dentro de casa.'
False,Há mais de 34 milhões de brasileiros empurrados para viver de bico e correndo do rapa nas cidades.
False,Há 63 milhões de brasileiros com nome no SPC.
True,Fechamos mais de mil indústrias nos últimos 12 meses.
False,Por uma ligação no celular paga-se quase 40% de imposto.
False,O Ceará tem 77 das 100 melhores escolas básicas do Brasil.
False,O Ceará tem a quarta melhor rede de saúde do país.
False,A mulher brasileira ganha 76% do salário que o homem ganha fazendo o mesmo serviço pela mesma jornada de trabalho.
False,A Previdência e a despesa financeira levam mais da metade do orçamento do país.
False,"No Brasil, os negros são 70% da população carcerária.'"
False,Os negros são mais de 80% das vítimas de assassinato.
True,Metade de todos os 62 mil mortos em homicídios em 2016 são jovens de cor negra ou parda.
False,"Mais de 33 mil morrem por ano, na faixa de 15 a 19 anos, por morte violenta."
False,O Brasil tem cerca de 14 milhões de pessoas desalentadas.
False,O Brasil gasta em educação tanto quanto a maior parte dos países em proporção ao seu PIB.
True,O Brasil é o campeão dos impostos indiretos.
False,"Na maioria das democracias do mundo, dois ou no máximo três partidos têm 70% dos votos do parlamento.'"
False,Cresce a mais de 20% a produção de gás natural do pré-sal na bacia de Santos.
False,Cresce mais de 40% a produção de petróleo do pré-sal na bacia de Santos.'
True,"A lei federal diz que no dia das mães, Natal, Semana Santa e uma série de datas, presos que já estão perto de terminar a pena podem sair naquela semana."
False,"Em média 96% dos presos voltam para os presídios após saídas temporárias para cumprir a pena e 4% desaparecem, viram fugitivos, são presos e isso pode piorar a progressão de pena.'"
False,"Em 1990, os gastos previdenciários eram 5,3% do PIB e o investimento, de quase 5%."
False,"Hoje, os gastos previdenciários passaram de 10% e o investimento foi de 1,2% do PIB."
False,O Brasil da década de 30 a 80 foi o país que mais cresceu no mundo.
False,Nos remédios se pagam impostos que vão de 40% a 60%.
False,Hoje 2% da população possuem 70% da renda nacional.
False,A dívida hoje do Brasil está por volta de R$ 5 trilhões.
True,Dono de restaurante que recusou nota com Lula Livre tem carro incendiado
False,"Enquanto o Brasil acompanha a Copa, os deputados tentarão criar 400 novos municípios."
False,"'O Brasil foi incluído na lista suja da Organização Internacional do Trabalho, a OIT."
False,"Após ouvir os argumentos dos trabalhadores, dos empregadores e do governo, a OIT decidiu apenas solicitar informações adicionais ao governo brasileiro."
False,"Os direitos trabalhistas têm proteção constitucional e não podem ser retirados pela reforma trabalhista, nem há reforma da própria Constituição."
True,A reforma trabalhista de Temer já está produzindo efeitos.'
True,"No Brasil, 100 grandes empresas são detentoras de 70% de toda a riqueza."
True,Dos 40 milhões de empregados nesse país [as 100 grandes empresas] só empregam 2 milhões.
True,"O número dos empregos que ele [Lula] gerou no Brasil foram terceirizados, na maioria."
False,Mais de 200 mil [encarcerados] nunca foram julgados em nenhum plano.
False,"Nós vivemos num país que, contraditoriamente, tem mais boi do que gente."
True,Se tiver 200 a 300 municípios no Brasil que tenham médias e grandes empresas é muito. Mas em todos os municípios brasileiros estão lá as micro e pequenas empresas.
False,O crédito não chega: 84% das micro e pequenas empresas não veem a cor do crédito.
False,"Na Constituinte nós colocamos que é proibido todo e qualquer trabalho de menores de 14 anos. Aí a turma resolveu e mudou, não é 14, é proibido todo e qualquer trabalho para menores de 16 anos, com exceção do aprendiz a partir dos 14 anos. E fizeram uma lei de aprendizado só para as grandes empresas, que representam 2% do universo das empresas. E nós esquecemos de fazer uma lei de aprendizado para 98% das empresas, que são as micro e pequenas empresas."
True,Existem 508 mil imóveis da União em mãos particulares.
False,[Existem] mais 38 mil [imóveis da União] de utilização pública.
False,55% das pessoas que estão na extrema pobreza estão no Nordeste.
True,25% das crianças estão em creches no Brasil.
False,'Os 40% dos brasileiros que ganham mais têm 65% das vagas das universidades públicas. Isso é uma distorção.'
False,"'O custo dos alunos das universidades públicas é 2,5 vezes maior que o das universidades privadas.'"
True,"De 193 países no mundo, apenas 3 usam urnas eletrônicas: Brasil, Cuba e Venezuela.'"
True,O golpe de 1964 foi um golpe civil.'
True,"O governo não construiu os estádios, ele acompanhou a construção e fiscalizou os prazos."
True,'o Brasil é o país que mais preservou no mundo e usamos 8% do território para produzir uma das maiores safras do planeta.
False,"Quando houve uma audiência sobre o Código Florestal no Supremo Tribunal Federal, o Ibama e o Ministério do Meio Ambiente foram lá defendê-lo."
True,"Quando houve a Conferência do Clima na ONU, todas as ONGs elogiaram [o Código Florestal] como sendo o fiador do Brasil para cumprir as metas do clima."
True,[O Código Florestal] é a lei mais rigorosa do mundo.
True,"No Rio Grande do Sul, um plantador de arroz tem que licenciar a produção todo ano. Nem na usina nuclear de Angra dos Reis há licenciamento anual. São imposições que dificultam."
True,"Obras de desenvolvimento da Amazônia beneficiam a população do estado com a expectativa de vida mais baixa no Brasil, que tem o padrão de vida mais baixo do mundo."
True,"'Quando houve a hiperinflação no governo Sarney, Pedro Parente estava no Banco Central.'"
True,"Quando Collor confiscou a poupança, Parente estava no Ministério da Fazenda."
False,"Quando estourou a dívida externa com Itamar, Parente estava no FMI."
True,"Quando houve o apagão com FHC, Parente estava no Ministério das Minas e Energia."
False,"Quando faltou gasolina, Parente estava na Petrobras."
True,Os policiais brasileiros são os que mais matam e os que mais morrem.
False,Terminei meus mandatos com 87% de aprovação popular.
False,Tiramos 36 milhões de pessoas da miséria extrema.
False,Levamos mais de 40 milhões para a classe média.
False,[O juiz Sérgio Moro] me condenou a 12 anos de prisão por atos indeterminados.
True,"Em dezembro de 2014 o desemprego no Brasil era 4,7%. Hoje está em 13,1%."
True,A pobreza tem aumentado.
True,A fome voltou a rondar os lares.
True,Os investimentos em pesquisa desabaram.
True,A inflação do ano passado foi a mais baixa da história.
True,Foram criados 2 milhões de novos empregos em dois anos.
True,"Na crise de 2015-2016, o PIB brasileiro caiu e o desemprego subiu mais do que na crise de 1929.'"
False,Grande parte da dívida foi formada por despesas da previdência nos últimos anos.
True,A política do desarmamento não deu certo.
True,A questão [de saúde] bucal é responsável por 30% dos prematuros.
True,"'Existe um imóvel de 400 m, instalado em um terreno de 720 m, desocupado, na Rua Paula Ney, 446, Vila Mariana-SP, que pertence a Marcos Boulos, pai de Guilherme Boulos.'"
True,Tenho 33 anos de vida pública e nenhum processo contra mim.
True,Temer minimiza desemprego com dados falsos - Agência Pública
True,"Eu fui governador, terminei o mandato com 93% de aprovação."
False,40% do que a gente produz vai para o governo
True,'Joaquim Barbosa é contra a prisão em segunda instância.'
False,São R$ 450 bilhões que as grandes empresas devem para a Previdência.
False,'A planilha do MPL sobre a licitação dos ônibus é fake news.'
True,[O Brasil teve] 64.700 homicídios nos últimos doze meses.
False,"No ano passado, reduzimos 12,8% o roubo de carro; 6% caiu o latrocínio."
True,"'Com 16.429 juízes no Brasil e 12.262 integrantes do Ministério Público, o custo do auxílio-moradia é de R$ 1,5 bilhão ao ano.'"
True,'Concessão do Parque do Ibirapuera] vai acabar com o Viveiro de mudas Manequinho Lopes.'
False,'O número de infartos aumenta 25% com o horário de verão.'
True,'Pesquisa mostra que 94% da população do Rio aprovou a intervenção.
False,udio no WhatsApp atribuído à Voz do Brasil diz que não há déficit na Previdência
True,"'O própolis entra na corrente sanguínea, o cheiro é exalado e os mosquitos não picam.'"
False,'A forma grave da febre amarela é raríssima.'
True,"'Grande parcela da população brasileira é imune ao vírus da febre amarela, por já ter contraído a doença anteriormente.'"
False,"A bula traz como reações e danos: meningite, síndrome de Guillain-Barré e encefalopatias.'"
True,'A vacina da febre amarela contém um porcentual absurdo de mercúrio.'
True,'Está havendo uma campanha de vacinação contra a febre amarela porque o governo está com estoque alto e não quer deixar vencer.  preciso garantir o lucro da indústria farmacêutica.'
False,Essa condenação não tem nada a ver com a candidatura. ... Não tem nada que nos impeça de registrar Lula como candidato no dia 15 de agosto.
True,"Tudo o que se conhece sobre ele [Cytotec] a este respeito é o resultado de uma prática clínica muito informal, irregular e completamente assistemática.  algo muito diferente de um medicamento onde há multidões de professores e cientistas constantemente pesquisando, debatendo e aperfeiçoando o conhecimento sobre a ação e o uso do remédio."
True,"Em 50% dos casos, sem importar quando o medicamento é tomado, não se consegue abortar."
False,Existe algum método abortivo 100% seguro Não.
True,"Tanto pílulas abortivas, como qualquer outro método, de nenhuma forma pode ser considerado seguro."
True,Eu não tenho patrimônio.
False,"Temos um gravíssimo déficit público, que só aumentou no governo Temer."
False,O país perde 30% da sua produção agrícola por falta de armazenamento e estradas.
True,Metade dos jovens que entram no ensino médio não concluem.
False,"De 60 mil que são assassinados por ano pela violência, 30 mil são jovens."
True,A maioria dos desempregados são jovens.
True,"Quando, nos outros países da América Latina, são acrescentados mais quatro, cinco, seis anos de escolaridade, aumenta a produtividade. As pessoas ficam mais eficientes. No Brasil, aumentaram os anos de escolaridade, mas a produtividade continuou a mesma."
True,"'Nós reduzimos 80% do desmatamento quando o país crescia a 4%, 5%.'"
False,O Brasil tem uma das Justiças criminais mais ineficientes do mundo.
True,"Só 8% dos homicídios, esse dado é do CNMP [Conselho Nacional do Ministério Público], são revelados no Brasil."
False,"Nós deixamos prescrever crime de júri, homicídio e tentativa de homicídio dolosos, prescrição de 20 anos. Isso tudo na primeira instância."
False,Mais de 90% das empresas denunciadas [por trabalho escravo] são inocentadas na Justiça criminal.
False,[Eu fui o] presidente que mais fez universidades na história deste país.
False,"Nós saímos de 3,5 milhões de jovens na universidade para mais de 8 milhões."
True,Tem menos estudantes no ProUni. Tem bem menos estudantes no Fies.
False,[Investiam] R$ 3 bilhões [em pesquisa] na Petrobras. Passamos a investir R$ 30 bilhões.
False,Não é dando 5 bilhões para o Joesley comprar empresas nos Estados Unidos ou na Argentina ou dando para o Gerdau comprar siderúrgica na Colômbia que a gente vai ajudar esse país.
True,"[A Previdência] é deficitária agora. Mas, de 2004 a 2014, ela foi superavitária."
False,Nós geramos 22 milhões de empregos com carteira assinada.
False,Formalizamos mais de 6 milhões de micro e pequenas empresas.
False,O Brasil segue como líder mundial em números absolutos de homicídios.
True, baixa a taxa de solução de homicídios no Brasil  entre 5% e 8%.
False,O número de armas de fogo registradas nos Estados Unidos é 20 vezes maior do que o número de armas de fogo registradas no Brasil.
True,A taxa de homicídios no Brasil é quase quatro vezes maior do que a dos Estados Unidos.
False,"Existem mais armas de fogo registradas nos EUA em posse de civis do que o número total de habitantes naquele país: são 357 milhões de armas registradas para 317 milhões de habitantes dados de2013, isto é, uma relação de 112 armas para cada 100 habitantes. No Brasil, há 7 armas para cada 100 habitantes dados de 2007."
True,"Tiroteios em massa fizeram aproximadamente 300 vítimas nos EUA em todo o ano de 2017, enquanto no Brasil há uma média de 120 homicídios cometidos com armas de fogo por dia."
True,"A taxa de homicídios por armas de fogo nos EUA é de 2,7 para cada 100 mil habitantes, enquanto no Brasil é de 20,7 por 100 mil habitantes dados de 2016."
False,"Dentre os 15 países com o maior número de armas de fogo registradas por habitante no mundo, encontram-se: Islândia 33 armas para cada 100 habitantes, com taxa de 0 homicídios por arma de fogo para cada 100 mil habitantes, Alemanha 30 armas p 100 hab., 0,19 homicídios100 mil hab., ustria 30 armas p 100 hab., 0,22 homicídios100 mil hab., Canadá 30 armas p 100 hab., 0,51 homicídios100 mil hab. e Uruguai 31 armas p 100 hab., 2,8 homicídios100 mil hab."
True,"Os estados brasileiros com o maior número de armas registradas possuem as menores taxas de homicídios do País: Acre, Rio Grande do Sul, Roraima, Santa Catarina e Mato Grosso possuem 33% das armas registradas e 9% dos homicídios, ao passo que Pernambuco, Bahia, Ceará, Sergipe e Maranhão detêm 6% das armas registradas e 26% do número de homicídios dados de 2008."
True,"Após mais de dez anos da promulgação do Estatuto do Desarmamento, não há quaisquer dados objetivos que apontem no sentido da redução dos índices de violência: pelo contrário, desde a entrada em vigor daquela lei, o número total de homicídios no Brasil apresentou um aumento de 20%, atingindo a preocupante marca de 60 mil em 2016."
True,'Produtos que iriam para o lixo são transformados em um alimento completo.'
True,"Em contato com o calor, o plástico pode liberar compostos que causam 52 tipos de câncer."
True,Bolsonaro alertou para reajuste de 37% na energia elétrica e de 14% na gasolina.
False,'Dados do último ano indicam a diminuição de mais de 20% do desmatamento na Amazônia.'
True,'O Brasil é o país com a legislação ambiental mais rígida do mundo.'
